title,rating,numberOfRatings
Dark Blue World (Tmavomodrý svet) (2001),4.25,2
Dave Chappelle: For What it's Worth (2004),4.25,2
Dead or Alive: Hanzaisha (1999),4.25,2
Devil's Playground (2002),4.25,2
Doctor Who: The Husbands of River Song (2015),4.25,2
Dolls (2002),4.25,2
Forgotten Silver (1996),4.25,2
Goal! The Dream Begins (Goal!) (2005),4.25,2
Going Clear: Scientology and the Prison of Belief (2015),4.25,2
Hector and the Search for Happiness (2014),4.25,2
"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",4.25,2
Housebound (2014),4.25,2
How to Succeed in Business Without Really Trying (1967),4.25,2
I Was a Male War Bride (1949),4.25,2
I'm Not Scared (Io non ho paura) (2003),4.25,2
Impromptu (1991),4.25,2
Intact (Intacto) (2001),4.25,2
It's Such a Beautiful Day (2012),4.25,2
Left Behind: The Movie (2000),4.25,2
"Leopard, The (Gattopardo, Il) (1963)",4.25,2
"Loved Ones, The (2009)",4.25,2
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",4.25,2
Manufacturing Consent: Noam Chomsky and the Media (1992),4.25,2
Marwencol (2010),4.25,2
Mind Game (2004),4.25,2
My Architect: A Son's Journey (2003),4.25,2
Nobody Knows (Dare mo shiranai) (2004),4.25,2
Nymphomaniac: Volume I (2013),4.25,2
P.S. (2004),4.25,2
Paddington 2 (2017),4.25,2
"Perfect Candidate, A (1996)",4.25,2
"Perfect Plan, A (Plan parfait, Un) (2012)",4.25,2
Perfect Sense (2011),4.25,2
Point of No Return (1993),4.25,2
Police Story (Ging chaat goo si) (1985),4.25,2
"Pom Poko (a.k.a. Raccoon War, The) (Heisei tanuki gassen pompoko) (1994)",4.25,2
Priceless (Hors de prix) (2006),4.25,2
Promises (2001),4.25,2
"Public Enemy, The (1931)",4.25,2
"Quiet Earth, The (1985)",4.25,2
Rare Exports: A Christmas Tale (Rare Exports) (2010),4.25,2
Real Women Have Curves (2002),4.25,2
Seven Sisters (2017),4.25,2
Sleuth (2007),4.25,2
Slow West (2015),4.25,2
Song of the Little Road (Pather Panchali) (1955),4.25,2
Splendor in the Grass (1961),4.25,2
Stalingrad (1993),4.25,2
Stevie (2002),4.25,2
Super High Me (2007),4.25,2
"Sword of Doom, The (Dai-bosatsu tôge) (1966)",4.25,2
"Tenant, The (Locataire, Le) (1976)",4.25,2
The Founder (2016),4.25,2
The Post (2017),4.25,2
The Square (2017),4.25,2
"Trip to Bountiful, The (1985)",4.25,2
Vatel (2000),4.25,2
"Very Potter Musical, A (2009)",4.25,2
Walkabout (1971),4.25,2
"Whole Wide World, The (1996)",4.25,2
Why Don't You Play In Hell? (Jigoku de naze warui) (2013),4.25,2
Written on the Wind (1956),4.25,2
"Young Victoria, The (2009)",4.25,2
'Til There Was You (1997),4.0,2
"11'09""01 - September 11 (2002)",4.0,2
42 Up (1998),4.0,2
49 Up (2005),4.0,2
"5,000 Fingers of Dr. T, The (1953)",4.0,2
7 Days in Hell (2015),4.0,2
A Pigeon Sat on a Branch Reflecting on Existence (2014),4.0,2
A Silent Voice (2016),4.0,2
Alexander Nevsky (Aleksandr Nevskiy) (1938),4.0,2
Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),4.0,2
Amarcord (1973),4.0,2
"Art of the Steal, The (2009)",4.0,2
Artemisia (1997),4.0,2
"Avventura, L' (Adventure, The) (1960)",4.0,2
"Bang, Bang, You're Dead (2002)",4.0,2
Bastard Out of Carolina (1996),4.0,2
Before the Rain (Pred dozhdot) (1994),4.0,2
"Better Tomorrow II, A (Ying hung boon sik II) (1987)",4.0,2
"Boys of St. Vincent, The (1992)",4.0,2
"Bridge at Remagen, The (1969)",4.0,2
Bullet in the Head (1990),4.0,2
"Butcher Boy, The (1997)",4.0,2
Butterfly (La lengua de las mariposas) (1999),4.0,2
"Caine Mutiny, The (1954)",4.0,2
Captain Blood (1935),4.0,2
Casino Jack (2010),4.0,2
Coherence (2013),4.0,2
Conversations with Other Women (2005),4.0,2
Cries and Whispers (Viskningar och rop) (1972),4.0,2
Crows Zero (Kurôzu zero) (2007),4.0,2
Day of Wrath (Vredens dag) (1943),4.0,2
Days of Wine and Roses (1962),4.0,2
Dead Snow 2: Red vs. Dead (2014) ,4.0,2
Death Note Rewrite: Genshisuru Kami (2007),4.0,2
Death in Venice (Morte a Venezia) (1971),4.0,2
"Divo, Il (2008)",4.0,2
Double Happiness (1994),4.0,2
Dragon Ball Z: Battle of Gods (2013),4.0,2
Dragon Ball Z: Cooler's Revenge (Doragon bôru Z 5: Tobikkiri no saikyô tai saikyô) (1991),4.0,2
Elmer Gantry (1960),4.0,2
Escape from Planet Earth (2013),4.0,2
"Fantastic Fear of Everything, A (2012)",4.0,2
"Fantasticks, The (1995)",4.0,2
Far From Home: The Adventures of Yellow Dog (1995),4.0,2
"Flight of the Phoenix, The (1965)",4.0,2
For Roseanna (Roseanna's Grave) (1997),4.0,2
Fruitvale Station (2013),4.0,2
"General, The (1998)",4.0,2
Get Real (1998),4.0,2
"Getaway, The (1972)",4.0,2
"Good Earth, The (1937)",4.0,2
Grand Hotel (1932),4.0,2
Groove (2000),4.0,2
Hard Core Logo (1996),4.0,2
Harry Brown (2009),4.0,2
"History of Future Folk, The (2012)",4.0,2
"Hitch Hikers Guide to the Galaxy, The (1981)",4.0,2
Horse Feathers (1932),4.0,2
HyperNormalisation (2016),4.0,2
Hysteria (2011),4.0,2
I Confess (1953),4.0,2
"Idiots, The (Idioterne) (1998)",4.0,2
In a World... (2013),4.0,2
In the Land of Women (2007),4.0,2
Interstate 60 (2002),4.0,2
It's My Party (1996),4.0,2
Jackass 3.5 (2011),4.0,2
John Adams (2008),4.0,2
John Dies at the End (2012),4.0,2
Kill the Irishman (2011),4.0,2
Kirikou and the Sorceress (Kirikou et la sorcière) (1998),4.0,2
Kiss Me Deadly (1955),4.0,2
"Last Days, The (1998)",4.0,2
Legend of the Guardians: The Owls of Ga'Hoole (2010),4.0,2
Liberty Heights (1999),4.0,2
Lions For Lambs (2007),4.0,2
"Little Foxes, The (1941)",4.0,2
Machete Kills (Machete 2) (2013),4.0,2
Maurice (1987),4.0,2
Metal: A Headbanger's Journey (2005),4.0,2
"Morning After, The (1986)",4.0,2
Mrs. Parker and the Vicious Circle (1994),4.0,2
Mutant Aliens (2001),4.0,2
Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997),4.0,2
Nicholas Nickleby (2002),4.0,2
Nico and Dani (Krámpack) (2000),4.0,2
One Day in September (1999),4.0,2
"One, Two, Three (1961)",4.0,2
Panic (2000),4.0,2
Paradise Now (2005),4.0,2
"Passage to India, A (1984)",4.0,2
Pat and Mike (1952),4.0,2
Penn & Teller Get Killed (1989),4.0,2
Pride (2014),4.0,2
Project A ('A' gai waak) (1983),4.0,2
Random Harvest (1942),4.0,2
Recess: School's Out (2001),4.0,2
Requiem for a Heavyweight (1962),4.0,2
Richard Pryor Live on the Sunset Strip (1982),4.0,2
"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",4.0,2
Safety Last! (1923),4.0,2
"Secret of Kells, The (2009)",4.0,2
Shower (Xizao) (1999),4.0,2
State of Grace (1990),4.0,2
Stitch! The Movie (2003),4.0,2
Stone Reader (2002),4.0,2
Storks (2016),4.0,2
"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) (2003)",4.0,2
Strawberry and Chocolate (Fresa y chocolate) (1993),4.0,2
"TV Set, The (2006)",4.0,2
The Book of Life (2014),4.0,2
The Brand New Testament (2015),4.0,2
The Man in the Moon (1991),4.0,2
The Spiral Staircase (1945),4.0,2
Theremin: An Electronic Odyssey (1993),4.0,2
"Three Faces of Eve, The (1957)",4.0,2
To End All Wars (2001),4.0,2
"Tree of Life, The (2011)",4.0,2
"Trials of Henry Kissinger, The (2002)",4.0,2
Triangle (2009),4.0,2
True Crime (1996),4.0,2
Turtle Diary (1985),4.0,2
"Waterdance, The (1992)",4.0,2
We Don't Live Here Anymore (2004),4.0,2
Welcome to Woop-Woop (1997),4.0,2
"White Balloon, The (Badkonake sefid) (1995)",4.0,2
Wilbur Wants to Kill Himself (2002),4.0,2
"Woman of Paris, A (1923)",4.0,2
Woman of the Year (1942),4.0,2
"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",4.0,2
Wonderland (1999),4.0,2
Yankee Doodle Dandy (1942),4.0,2
"Yesterday, Today and Tomorrow (Ieri, oggi, domani) (1963)",4.0,2
Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),4.0,2
"20,000 Leagues Under the Sea (1916)",3.75,2
About Adam (2000),3.75,2
Act of Valor (2012),3.75,2
Alice (Neco z Alenky) (1988),3.75,2
All Good Things (2010),3.75,2
Angels with Dirty Faces (1938),3.75,2
Anvil! The Story of Anvil (2008),3.75,2
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),3.75,2
Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014),3.75,2
Basic (2003),3.75,2
"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",3.75,2
Big Eyes (2014),3.75,2
Blue Sky (1994),3.75,2
Burden of Dreams (1982),3.75,2
Burnt Offerings (1976),3.75,2
Calendar Girl (1993),3.75,2
Camille Claudel (1988),3.75,2
Car Wash (1976),3.75,2
"Century of the Self, The (2002)",3.75,2
Charlotte Gray (2001),3.75,2
Chi-Raq (2015),3.75,2
Children of Dune (2003),3.75,2
Chris Rock: Bigger & Blacker (1999),3.75,2
"Competition, The (1980)",3.75,2
"Cry in the Dark, A (1988)",3.75,2
Cube 2: Hypercube (2002),3.75,2
Dear Frankie (2004),3.75,2
"Decline of Western Civilization, The (1981)",3.75,2
Desk Set (1957),3.75,2
Destry Rides Again (1939),3.75,2
"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",3.75,2
District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009),3.75,2
Doctor Who: Last Christmas (2014),3.75,2
Dr. Jekyll and Mr. Hyde (1941),3.75,2
Dragon Ball Z: Super Android 13! (Doragon bôru Z 7: Kyokugen batoru!! San dai sûpâ saiyajin) (1992),3.75,2
Drive Angry (2011),3.75,2
Eros (2004),3.75,2
Extremities (1986),3.75,2
"Eyes of Tammy Faye, The (2000)",3.75,2
Follow the Fleet (1936),3.75,2
For Whom the Bell Tolls (1943),3.75,2
"Front Page, The (1974)",3.75,2
Fubar (2002),3.75,2
Ghost in the Shell (2017),3.75,2
Ghost in the Shell 2.0 (2008),3.75,2
Gigi (1949),3.75,2
"Girl Next Door, The (2007)",3.75,2
Glory Road (2006),3.75,2
Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008),3.75,2
"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",3.75,2
Halloweentown High (2004),3.75,2
Hardcore Henry (2015),3.75,2
Heaven (2002),3.75,2
"Hello, Dolly! (1969)",3.75,2
High Tension (Haute tension) (Switchblade Romance) (2003),3.75,2
"Honest Liar, An (2014)",3.75,2
I Spit on Your Grave (2010),3.75,2
Iliza Shlesinger: Freezing Hot (2015),3.75,2
Infamous (2006),3.75,2
Intimate Strangers (Confidences trop intimes) (2004),3.75,2
Iron Sky (2012),3.75,2
It Might Get Loud (2008),3.75,2
Jack Whitehall: At Large (2017),3.75,2
Jalla! Jalla! (2000),3.75,2
Keeping Up with the Joneses (2016),3.75,2
Kin-Dza-Dza! (1986),3.75,2
Knife in the Water (Nóz w wodzie) (1962),3.75,2
Lenny (1974),3.75,2
"Librarian, The: The Curse of the Judas Chalice (2008)",3.75,2
"Librarian: Quest for the Spear, The (2004)",3.75,2
Lonesome Dove (1989),3.75,2
Luxo Jr. (1986),3.75,2
Man Up (2015),3.75,2
Mandela: Long Walk to Freedom (2013),3.75,2
Manufactured Landscapes (2006),3.75,2
"Mark of Zorro, The (1940)",3.75,2
Martha Marcy May Marlene (2011),3.75,2
Mean Creek (2004),3.75,2
Micmacs (Micmacs à tire-larigot) (2009),3.75,2
"Midnight Clear, A (1992)",3.75,2
Miss Potter (2006),3.75,2
Mission: Impossible - Fallout (2018),3.75,2
Mulholland Dr. (1999),3.75,2
National Velvet (1944),3.75,2
Need for Speed (2014),3.75,2
Noises Off... (1992),3.75,2
Nowhere in Africa (Nirgendwo in Afrika) (2001),3.75,2
Office Romance (1977),3.75,2
Okja (2017),3.75,2
Only God Forgives (2013),3.75,2
"Ordet (Word, The) (1955)",3.75,2
Pat Garrett and Billy the Kid (1973),3.75,2
Pelle the Conqueror (Pelle erobreren) (1987),3.75,2
"People Under the Stairs, The (1991)",3.75,2
Police Story 2 (Ging chaat goo si juk jaap) (1988),3.75,2
Pontypool (2008),3.75,2
Project A 2 ('A' gai wak juk jap) (1987),3.75,2
Raising Victor Vargas (2002),3.75,2
Rapid Fire (1992),3.75,2
Resident Evil: Retribution (2012),3.75,2
Rubber (2010),3.75,2
Scarface (1932),3.75,2
Scouts Guide to the Zombie Apocalypse (2015),3.75,2
Sherlock Holmes: Dressed to Kill (1946),3.75,2
"Short Film About Killing, A (Krótki film o zabijaniu) (1988)",3.75,2
Short Term 12 (2013),3.75,2
Silence (2016),3.75,2
"Snowman, The (1982)",3.75,2
Soul Plane (2004),3.75,2
Stoker (2013),3.75,2
Take Shelter (2011),3.75,2
Take the Lead (2006),3.75,2
That Touch of Mink (1962),3.75,2
The Cobbler (2015),3.75,2
The Danish Girl (2015),3.75,2
The Disaster Artist (2017),3.75,2
The Fundamentals of Caring (2016),3.75,2
The Infiltrator (2016),3.75,2
The Overnight (2015),3.75,2
They Call Me Trinity (1971),3.75,2
TiMER (2009),3.75,2
Tokyo Drifter (Tôkyô nagaremono) (1966),3.75,2
"Town Called Panic, A (Panique au village) (2009)",3.75,2
Trance (2013),3.75,2
"Troll Hunter, The (Trolljegeren) (2010)",3.75,2
"Unsinkable Molly Brown, The (1964)",3.75,2
"Unvanquished, The (Aparajito) (1957)",3.75,2
Vacancy (2007),3.75,2
Versus (2000),3.75,2
"Virgin Spring, The (Jungfrukällan) (1960)",3.75,2
Washington Square (1997),3.75,2
We Are Marshall (2006),3.75,2
We Own the Night (2007),3.75,2
Wheels on Meals (Kuai can che) (1984),3.75,2
Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),3.75,2
"Woman in Black, The (2012)",3.75,2
World on a Wire (Welt am Draht) (1973),3.75,2
"Yes Men, The (2003)",3.75,2
You're Next (2011),3.75,2
Zeitgeist: The Movie (2007),3.75,2
'Round Midnight (1986),3.5,2
1776 (1972),3.5,2
Aileen: Life and Death of a Serial Killer (2003),3.5,2
Airport 1975 (1974),3.5,2
Alaska (1996),3.5,2
American Flyers (1985),3.5,2
American Pop (1981),3.5,2
Anna Karenina (1935),3.5,2
"Assassination of Richard Nixon, The (2004)",3.5,2
Au Hasard Balthazar (1966),3.5,2
Band of Outsiders (Bande à part) (1964),3.5,2
Barfly (1987),3.5,2
Beauty and the Beast (2017),3.5,2
Bent (1997),3.5,2
Bernie (2011),3.5,2
Besieged (a.k.a. L' Assedio) (1998),3.5,2
Bhaji on the Beach (1993),3.5,2
Biloxi Blues (1988),3.5,2
Black Christmas (1974),3.5,2
Black Dynamite (2009),3.5,2
Blackadder Back & Forth (1999),3.5,2
"Boxer, The (1997)",3.5,2
Brief Encounter (1946),3.5,2
Bring Me the Head of Alfredo Garcia (1974),3.5,2
"Browning Version, The (1994)",3.5,2
Bully (2011),3.5,2
"Business of Strangers, The (2001)",3.5,2
C.R.A.Z.Y. (2005),3.5,2
"Caveman's Valentine, The (2001)",3.5,2
Chaplin (1992),3.5,2
"Children's Hour, The (1961)",3.5,2
"Class, The (Klass) (2007)",3.5,2
Communion (1989),3.5,2
Cop Car (2015),3.5,2
Crystal Fairy & the Magical Cactus and 2012 (2013),3.5,2
Curious George (2006),3.5,2
Dead End (2003),3.5,2
Dear God (1996),3.5,2
Death Race 2 (2010),3.5,2
Detour (1945),3.5,2
"Diamond Arm, The (Brilliantovaya ruka) (1968)",3.5,2
"Distinguished Gentleman, The (1992)",3.5,2
Drillbit Taylor (2008),3.5,2
Eat Pray Love (2010),3.5,2
Explorers (1985),3.5,2
Fellini's Casanova (Il Casanova di Federico Fellini) (1976),3.5,2
Felon (2008),3.5,2
"Fighting Seabees, The (1944)",3.5,2
Frenzy (1972),3.5,2
"Gauntlet, The (1977)",3.5,2
"Gay Divorcee, The (1934)",3.5,2
"Girl Walks Home Alone at Night, A (2014)",3.5,2
Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),3.5,2
Hamlet (1948),3.5,2
Heart Condition (1990),3.5,2
Heavy (1995),3.5,2
High Art (1998),3.5,2
"Hills Have Eyes, The (1977)",3.5,2
Himalaya (Himalaya - l'enfance d'un chef) (1999),3.5,2
"Hoax, The (2007)",3.5,2
Human Traffic (1999),3.5,2
"Hunchback of Notre Dame, The (1939)",3.5,2
I Killed My Mother (J'ai tué ma mère) (2009),3.5,2
I'm Not There (2007),3.5,2
Igor (2008),3.5,2
Imitation of Life (1959),3.5,2
"Inbetweeners 2, The (2014)",3.5,2
"Invisible Man, The (1933)",3.5,2
Iron Will (1994),3.5,2
Jabberwocky (1977),3.5,2
Jesus' Son (1999),3.5,2
Kandahar (Safar e Ghandehar) (2001),3.5,2
Kickboxer 2: The Road Back (1991),3.5,2
"Kings of Summer, The (2013)",3.5,2
Legend (2015),3.5,2
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",3.5,2
Let It Ride (1989),3.5,2
"Librarian: Return to King Solomon's Mines, The (2006)",3.5,2
"Lifeguard, The (2013)",3.5,2
"Little Princess, The (1939)",3.5,2
Little Women (1949),3.5,2
Love in the Afternoon (1957),3.5,2
"Magnificent Ambersons, The (1942)",3.5,2
"Man Who Cried, The (2000)",3.5,2
Marley (2012),3.5,2
Maya Lin: A Strong Clear Vision (1994),3.5,2
Meet Dave (2008),3.5,2
Milagro Beanfield War (1988),3.5,2
Miracle Mile (1989),3.5,2
Mr. Deeds Goes to Town (1936),3.5,2
Mute Witness (1994),3.5,2
My Life Without Me (2003),3.5,2
Nadja (1994),3.5,2
"Nativity Story, The (2006)",3.5,2
Nelly & Monsieur Arnaud (1995),3.5,2
Norma Rae (1979),3.5,2
"Old Man and the Sea, The (1958)",3.5,2
Out of Time (2003),3.5,2
ParaNorman (2012),3.5,2
"Paradine Case, The (1947)",3.5,2
Paranormal Activity 3 (2011),3.5,2
Please Don't Eat the Daisies (1960),3.5,2
Polish Wedding (1998),3.5,2
"Pompatus of Love, The (1996)",3.5,2
Pork Chop Hill (1959),3.5,2
Race to Witch Mountain (2009),3.5,2
Rape Me (Baise-moi) (2000),3.5,2
Rare Birds (2001),3.5,2
"Razor's Edge, The (1984)",3.5,2
Red Riding Hood (2011),3.5,2
Respiro (2002),3.5,2
Return of the Secaucus 7 (1980),3.5,2
Safe (2012),3.5,2
Salaam Bombay! (1988),3.5,2
"Sand Pebbles, The (1966)",3.5,2
Scorched (2003),3.5,2
Seconds (1966),3.5,2
"Serpent and the Rainbow, The (1988)",3.5,2
She's So Lovely (1997),3.5,2
"Sheltering Sky, The (1990)",3.5,2
"Silence, The (Tystnaden) (1963)",3.5,2
"Slammin' Salmon, The (2009)",3.5,2
"Snake Pit, The (1948)",3.5,2
"Soloist, The (2009)",3.5,2
Somebody to Love (1994),3.5,2
Spirit: Stallion of the Cimarron (2002),3.5,2
Stage Fright (1950),3.5,2
Stander (2003),3.5,2
"Story of O, The (Histoire d'O) (1975)",3.5,2
Subway (1985),3.5,2
Sudden Impact (1983),3.5,2
Sunshine State (2002),3.5,2
Terri (2011),3.5,2
The Do-Over (2016),3.5,2
The Jane Austen Book Club (2007),3.5,2
The Mule (2014),3.5,2
The Way (2010),3.5,2
"Thing Called Love, The (1993)",3.5,2
Tuesdays with Morrie (1999),3.5,2
Underneath (1995),3.5,2
Up at the Villa (2000),3.5,2
Venus (2006),3.5,2
"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",3.5,2
"What's New, Pussycat (1965)",3.5,2
Whatever (1998),3.5,2
When We First Met (2018),3.5,2
Who Am I? (Wo shi shei) (1998),3.5,2
"Woman, The (2011)",3.5,2
Your Friends and Neighbors (1998),3.5,2
Zebraman (2004),3.5,2
"Zone, The (La Zona) (2007)",3.5,2
2001 Maniacs (2005),3.25,2
Absence of Malice (1981),3.25,2
"Adventures of Sebastian Cole, The (1998)",3.25,2
"Affair of the Necklace, The (2001)",3.25,2
And the Band Played On (1993),3.25,2
Angel's Egg (Tenshi no tamago) (1985),3.25,2
Anomalisa (2015),3.25,2
"Ant Bully, The (2006)",3.25,2
Baby Boom (1987),3.25,2
Bad Company (1995),3.25,2
Bangkok Dangerous (2008),3.25,2
"Big Country, The (1958)",3.25,2
"Big Tease, The (1999)",3.25,2
Blackboard Jungle (1955),3.25,2
Blind Fury (1989),3.25,2
Blood: The Last Vampire (2000),3.25,2
Blue Is the Warmest Color (La vie d'Adèle) (2013),3.25,2
"Brave One, The (2007)",3.25,2
Bride & Prejudice (2004),3.25,2
"Brief History of Time, A (1991)",3.25,2
"Brown Bunny, The (2003)",3.25,2
Camp (2003),3.25,2
Catch a Fire (2006),3.25,2
Chinese Box (1997),3.25,2
"Christmas Carol, A (Scrooge) (1951)",3.25,2
"Circle, The (Dayereh) (2000)",3.25,2
Cloak & Dagger (1984),3.25,2
"Cotton Club, The (1984)",3.25,2
Crime Story (Zhong an zu) (1993),3.25,2
Da Sweet Blood of Jesus (2014),3.25,2
Danny Deckchair (2003),3.25,2
Dead Silence (2007),3.25,2
Death at a Funeral (2010),3.25,2
Death of a President (2006),3.25,2
"Deep End of the Ocean, The (1999)",3.25,2
Devil (2010),3.25,2
Double Impact (1991),3.25,2
Down in the Valley (2005),3.25,2
Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993),3.25,2
Dragon Ball: Sleeping Princess in Devil's Castle (Doragon bôru: Majinjô no nemuri hime) (1987),3.25,2
Duets (2000),3.25,2
Escaflowne: The Movie (Escaflowne) (2000),3.25,2
Evil Dead (2013),3.25,2
"Eye, The (Gin gwai) (Jian gui) (2002)",3.25,2
Female Trouble (1975),3.25,2
"Filth and the Fury, The (2000)",3.25,2
First Snow (2006),3.25,2
For the Bible Tells Me So (2007),3.25,2
"Fountainhead, The (1949)",3.25,2
Fred Armisen: Standup for Drummers (2018),3.25,2
Fright Night (2011),3.25,2
Frozen (2010),3.25,2
Get a Job (2016),3.25,2
Ghost in the Shell: Stand Alone Complex - The Laughing Man (2005),3.25,2
Going My Way (1944),3.25,2
"Grass Is Greener, The (1960)",3.25,2
"Grey Zone, The (2001)",3.25,2
Gross Anatomy (a.k.a. A Cut Above) (1989),3.25,2
"Hard Way, The (1991)",3.25,2
High Crimes (2002),3.25,2
Highway 61 (1991),3.25,2
How to Kill Your Neighbor's Dog (2000),3.25,2
JCVD (2008),3.25,2
Jackass Presents: Bad Grandpa (2013),3.25,2
Juliet of the Spirits (Giulietta degli spiriti) (1965),3.25,2
Jurassic World: Fallen Kingdom (2018),3.25,2
Justice League: Crisis on Two Earths (2010),3.25,2
"Last House on the Left, The (1972)",3.25,2
"Last Seduction, The (1994)",3.25,2
"Last Stand, The (2013)",3.25,2
Man of Tai Chi (2013),3.25,2
"Masque of the Red Death, The (1964)",3.25,2
Middle Men (2009),3.25,2
Minnie and Moskowitz (1971),3.25,2
"Misfits, The (1961)",3.25,2
Mon oncle d'Amérique (1980),3.25,2
Mother! (2017),3.25,2
No Reservations (2007),3.25,2
Our Hospitality (1923),3.25,2
Our Idiot Brother (2011),3.25,2
Paper Clips (2004),3.25,2
Philomena (2013),3.25,2
"Portrait of a Lady, The (1996)",3.25,2
"Principal, The (1987)",3.25,2
Pépé le Moko (1937),3.25,2
Quigley Down Under (1990),3.25,2
Reds (1981),3.25,2
Reefer Madness (a.k.a. Tell Your Children) (1938),3.25,2
Revenge of the Pink Panther (1978),3.25,2
Robin and Marian (1976),3.25,2
Rocket Science (2007),3.25,2
Rough Night (2017),3.25,2
Sabotage (1936),3.25,2
Scanners (1981),3.25,2
Secret Ballot (Raye makhfi) (2001),3.25,2
Send Me No Flowers (1964),3.25,2
Serving Sara (2002),3.25,2
Shiloh (1997),3.25,2
Snake in the Eagle's Shadow (Se ying diu sau) (1978),3.25,2
Something Borrowed (2011),3.25,2
Soul Food (1997),3.25,2
Spun (2001),3.25,2
St. Vincent (2014),3.25,2
Step Up 2 the Streets (2008),3.25,2
Stone (2010),3.25,2
Stop-Loss (2008),3.25,2
Strange Wilderness (2008),3.25,2
Stranger in the House (1997),3.25,2
Surviving the Game (1994),3.25,2
Swiss Army Man (2016),3.25,2
Taxi 3 (2003),3.25,2
That Darn Cat (1997),3.25,2
The Edge of Seventeen (2016),3.25,2
The Ridiculous 6 (2015),3.25,2
The Spectacular Now (2013),3.25,2
The True Memoirs of an International Assassin (2016),3.25,2
Tortilla Soup (2001),3.25,2
Treasure Island (1950),3.25,2
True Story (2015),3.25,2
Tuck Everlasting (2002),3.25,2
Unbelievable Adventures of Italians in Russia (1974),3.25,2
Undead (2003),3.25,2
"Very Harold & Kumar 3D Christmas, A (2011)",3.25,2
Victor Frankenstein (2015),3.25,2
"Vie en Rose, La (Môme, La) (2007)",3.25,2
"War Zone, The (1999)",3.25,2
Warriors of Heaven and Earth (Tian di ying xiong) (2003),3.25,2
"Whistleblower, The (2010)",3.25,2
"Wizard, The (1989)",3.25,2
Woyzeck (1979),3.25,2
Wuthering Heights (1939),3.25,2
8 Seconds (1994),3.0,2
"Adventures of Ford Fairlane, The (1990)",3.0,2
Angel Baby (1995),3.0,2
Annabelle (2014),3.0,2
Ariel (1988),3.0,2
"Art of Getting By, The (2011)",3.0,2
Ashby (2015),3.0,2
Barefoot (2014),3.0,2
Beasts of No Nation (2015),3.0,2
"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",3.0,2
Being Human (1993),3.0,2
Biggles (1986),3.0,2
Blackfish (2013),3.0,2
Boiling Point (1993),3.0,2
Boys Life (1995),3.0,2
Bronco Billy (1980),3.0,2
Brother Bear (2003),3.0,2
Cats Don't Dance (1997),3.0,2
Christina P: Mother Inferior (2017),3.0,2
"Christmas Carol, A (2009)",3.0,2
Clay Pigeons (1998),3.0,2
Close Range (2015),3.0,2
Comedian (2002),3.0,2
"Contempt (Mépris, Le) (1963)",3.0,2
Contraband (2012),3.0,2
Crazy in Alabama (1999),3.0,2
Creep (2014),3.0,2
Dangerous Ground (1997),3.0,2
"Dangerous Method, A (2011)",3.0,2
Dark Skies (2013),3.0,2
Denis Leary: No Cure for Cancer (1993),3.0,2
Don't Be Afraid of the Dark (2010),3.0,2
Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990),3.0,2
Enough Said (2013),3.0,2
Epic (2013),3.0,2
Ewoks: The Battle for Endor (1985),3.0,2
"Eyes Without a Face (Yeux sans visage, Les) (1959)",3.0,2
"Fall of the House of Usher, The (House of Usher) (1960)",3.0,2
"Family Thing, A (1996)",3.0,2
Fat Girl (À ma soeur!) (2001),3.0,2
"Fearless Hyena, The (Xiao quan guai zhao) (1979)",3.0,2
Fever Pitch (1997),3.0,2
Flesh & Blood (1985),3.0,2
Flying Tigers (1942),3.0,2
"French Lieutenant's Woman, The (1981)",3.0,2
Friday the 13th (2009),3.0,2
Gang Related (1997),3.0,2
"Glass Menagerie, The (1987)",3.0,2
Grace of My Heart (1996),3.0,2
Gridiron Gang (2006),3.0,2
"Guru, The (2002)",3.0,2
